index,event_type,timestamp,user_role,user,source_IP,region,response_code,resource_type,action,hour,unusual_hour,geo_anomaly,failed_action,failed_actions_count,action_count
10173,VPC Flow Log,2024-09-02 21:02:17,IAMUser,admin,192.168.200.31,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10174,VPC Flow Log,2024-08-29 18:44:24,IAMUser,admin,192.168.93.147,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10175,VPC Flow Log,2024-09-04 04:58:01,IAMUser,dev-user,192.168.154.86,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10176,VPC Flow Log,2024-08-30 01:26:24,IAMUser,admin,192.168.181.109,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10177,VPC Flow Log,2024-09-03 23:54:10,IAMUser,test-user,192.168.242.250,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10178,VPC Flow Log,2024-08-31 22:11:12,IAMUser,test-user,192.168.31.249,us-east-1,OK,VPC,VPC Flow,22,1,0,0,0,
10179,VPC Flow Log,2024-09-07 13:41:26,IAMUser,test-user,192.168.75.247,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10180,VPC Flow Log,2024-09-11 07:46:46,IAMUser,dev-user,192.168.137.46,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10181,VPC Flow Log,2024-09-12 09:29:06,IAMUser,dev-user,192.168.145.198,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10182,VPC Flow Log,2024-09-08 18:04:11,IAMUser,admin,192.168.61.15,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10183,VPC Flow Log,2024-09-09 14:02:18,IAMUser,test-user,192.168.10.111,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10184,VPC Flow Log,2024-09-09 03:06:07,IAMUser,admin,192.168.193.136,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10185,VPC Flow Log,2024-09-05 06:09:52,IAMUser,admin,192.168.242.6,us-east-1,OK,VPC,VPC Flow,6,1,0,0,0,
10186,VPC Flow Log,2024-09-05 08:42:25,IAMUser,admin,192.168.199.246,us-east-1,OK,VPC,VPC Flow,8,1,0,0,0,
10187,VPC Flow Log,2024-08-30 17:50:41,IAMUser,dev-user,192.168.199.243,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10188,VPC Flow Log,2024-09-08 21:17:19,IAMUser,admin,192.168.157.252,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10189,VPC Flow Log,2024-09-07 10:20:32,IAMUser,admin,192.168.19.201,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10190,VPC Flow Log,2024-09-01 15:57:14,IAMUser,test-user,192.168.119.154,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10191,VPC Flow Log,2024-09-10 09:56:18,IAMUser,dev-user,192.168.19.52,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10192,VPC Flow Log,2024-09-07 07:52:09,IAMUser,test-user,192.168.225.92,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10193,VPC Flow Log,2024-09-04 11:10:14,IAMUser,test-user,192.168.192.87,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10194,VPC Flow Log,2024-09-01 09:24:15,IAMUser,admin,192.168.72.94,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10195,VPC Flow Log,2024-08-30 14:19:40,IAMUser,admin,192.168.149.13,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10196,VPC Flow Log,2024-09-03 17:32:36,IAMUser,test-user,192.168.35.65,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10197,VPC Flow Log,2024-08-30 07:15:33,IAMUser,test-user,192.168.57.114,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10198,VPC Flow Log,2024-09-08 07:34:39,IAMUser,test-user,192.168.104.229,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10199,VPC Flow Log,2024-09-12 09:35:14,IAMUser,admin,192.168.169.86,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10200,VPC Flow Log,2024-09-08 07:40:53,IAMUser,dev-user,192.168.74.237,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10201,VPC Flow Log,2024-08-31 19:44:35,IAMUser,test-user,192.168.97.51,us-east-1,OK,VPC,VPC Flow,19,1,0,0,0,
10202,VPC Flow Log,2024-09-04 04:53:05,IAMUser,test-user,192.168.64.187,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10203,VPC Flow Log,2024-09-04 18:15:22,IAMUser,dev-user,192.168.6.43,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10204,VPC Flow Log,2024-09-01 17:54:48,IAMUser,dev-user,192.168.246.122,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10205,VPC Flow Log,2024-09-05 17:56:18,IAMUser,test-user,192.168.80.87,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10206,VPC Flow Log,2024-09-09 01:11:03,IAMUser,dev-user,192.168.88.165,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10207,VPC Flow Log,2024-09-01 10:16:18,IAMUser,test-user,192.168.29.3,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10208,VPC Flow Log,2024-09-09 06:29:49,IAMUser,admin,192.168.154.158,us-east-1,OK,VPC,VPC Flow,6,1,0,0,0,
10209,VPC Flow Log,2024-08-31 06:10:17,IAMUser,test-user,192.168.68.213,us-east-1,OK,VPC,VPC Flow,6,1,0,0,0,
10210,VPC Flow Log,2024-09-02 04:23:29,IAMUser,admin,192.168.234.96,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10211,VPC Flow Log,2024-09-02 11:29:32,IAMUser,dev-user,192.168.245.37,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10212,VPC Flow Log,2024-08-30 03:30:02,IAMUser,dev-user,192.168.24.38,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10213,VPC Flow Log,2024-09-09 02:32:42,IAMUser,admin,192.168.233.47,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10214,VPC Flow Log,2024-09-06 19:35:38,IAMUser,test-user,192.168.251.40,us-east-1,OK,VPC,VPC Flow,19,1,0,0,0,
10215,VPC Flow Log,2024-08-31 12:54:40,IAMUser,admin,192.168.66.215,us-east-1,OK,VPC,VPC Flow,12,0,0,0,0,
10216,VPC Flow Log,2024-09-06 13:02:36,IAMUser,test-user,192.168.210.189,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10217,VPC Flow Log,2024-08-29 22:36:40,IAMUser,test-user,192.168.156.44,us-east-1,OK,VPC,VPC Flow,22,1,0,0,0,
10218,VPC Flow Log,2024-09-08 13:30:31,IAMUser,admin,192.168.145.103,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10219,VPC Flow Log,2024-09-05 13:34:32,IAMUser,admin,192.168.136.225,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10220,VPC Flow Log,2024-09-09 03:03:35,IAMUser,dev-user,192.168.214.245,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10221,VPC Flow Log,2024-09-06 05:41:37,IAMUser,admin,192.168.211.34,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10222,VPC Flow Log,2024-09-09 01:53:31,IAMUser,admin,192.168.108.118,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10223,VPC Flow Log,2024-08-29 19:20:54,IAMUser,test-user,192.168.26.102,us-east-1,OK,VPC,VPC Flow,19,1,0,0,0,
10224,VPC Flow Log,2024-09-04 15:27:33,IAMUser,test-user,192.168.255.119,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10225,VPC Flow Log,2024-09-11 23:21:49,IAMUser,test-user,192.168.69.251,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10226,VPC Flow Log,2024-09-03 21:28:18,IAMUser,admin,192.168.147.40,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10227,VPC Flow Log,2024-09-09 00:21:00,IAMUser,dev-user,192.168.36.178,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10228,VPC Flow Log,2024-09-07 05:06:29,IAMUser,dev-user,192.168.205.19,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10229,VPC Flow Log,2024-09-09 05:48:08,IAMUser,dev-user,192.168.241.119,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10230,VPC Flow Log,2024-09-11 00:52:11,IAMUser,test-user,192.168.237.160,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10231,VPC Flow Log,2024-09-05 04:44:59,IAMUser,dev-user,192.168.254.94,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10232,VPC Flow Log,2024-09-08 00:55:14,IAMUser,admin,192.168.25.127,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10233,VPC Flow Log,2024-09-09 13:18:54,IAMUser,test-user,192.168.96.87,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10234,VPC Flow Log,2024-09-06 17:44:47,IAMUser,dev-user,192.168.116.202,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10235,VPC Flow Log,2024-09-08 21:11:22,IAMUser,admin,192.168.213.239,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10236,VPC Flow Log,2024-09-07 01:23:44,IAMUser,test-user,192.168.176.232,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10237,VPC Flow Log,2024-08-30 14:06:39,IAMUser,test-user,192.168.92.12,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10238,VPC Flow Log,2024-09-05 19:15:19,IAMUser,test-user,192.168.53.4,us-east-1,OK,VPC,VPC Flow,19,1,0,0,0,
10239,VPC Flow Log,2024-09-04 08:16:39,IAMUser,admin,192.168.195.249,us-east-1,OK,VPC,VPC Flow,8,1,0,0,0,
10240,VPC Flow Log,2024-09-02 18:54:56,IAMUser,dev-user,192.168.195.26,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10241,VPC Flow Log,2024-09-05 10:46:47,IAMUser,test-user,192.168.141.17,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10242,VPC Flow Log,2024-08-30 00:55:24,IAMUser,dev-user,192.168.74.7,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10243,VPC Flow Log,2024-09-08 20:39:15,IAMUser,admin,192.168.207.19,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10244,VPC Flow Log,2024-09-11 02:59:22,IAMUser,dev-user,192.168.172.195,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10245,VPC Flow Log,2024-09-09 23:24:07,IAMUser,admin,192.168.234.213,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10246,VPC Flow Log,2024-09-05 19:20:04,IAMUser,admin,192.168.52.59,us-east-1,OK,VPC,VPC Flow,19,1,0,0,0,
10247,VPC Flow Log,2024-09-05 15:23:13,IAMUser,dev-user,192.168.255.208,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10248,VPC Flow Log,2024-09-11 17:13:45,IAMUser,admin,192.168.249.26,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10249,VPC Flow Log,2024-09-04 11:43:33,IAMUser,test-user,192.168.211.159,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10250,VPC Flow Log,2024-09-10 17:45:10,IAMUser,test-user,192.168.69.221,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10251,VPC Flow Log,2024-09-02 17:49:52,IAMUser,admin,192.168.82.183,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10252,VPC Flow Log,2024-09-01 20:38:47,IAMUser,admin,192.168.46.83,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10253,VPC Flow Log,2024-09-04 03:56:00,IAMUser,test-user,192.168.111.125,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10254,VPC Flow Log,2024-09-04 01:33:30,IAMUser,test-user,192.168.153.57,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10255,VPC Flow Log,2024-09-04 00:30:52,IAMUser,test-user,192.168.169.245,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10256,VPC Flow Log,2024-08-29 14:29:35,IAMUser,dev-user,192.168.126.163,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10257,VPC Flow Log,2024-09-08 20:53:19,IAMUser,test-user,192.168.114.22,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10258,VPC Flow Log,2024-09-09 06:52:14,IAMUser,dev-user,192.168.131.214,us-east-1,OK,VPC,VPC Flow,6,1,0,0,0,
10259,VPC Flow Log,2024-09-12 09:45:36,IAMUser,dev-user,192.168.17.194,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10260,VPC Flow Log,2024-09-04 13:04:45,IAMUser,test-user,192.168.103.9,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10261,VPC Flow Log,2024-08-29 17:12:03,IAMUser,admin,192.168.221.20,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10262,VPC Flow Log,2024-09-06 20:37:09,IAMUser,dev-user,192.168.54.40,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10263,VPC Flow Log,2024-09-10 18:33:08,IAMUser,dev-user,192.168.241.71,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10264,VPC Flow Log,2024-09-06 11:46:50,IAMUser,admin,192.168.192.67,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10265,VPC Flow Log,2024-08-30 20:56:12,IAMUser,admin,192.168.49.243,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10266,VPC Flow Log,2024-08-31 18:52:34,IAMUser,dev-user,192.168.10.200,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10267,VPC Flow Log,2024-09-11 21:06:33,IAMUser,dev-user,192.168.118.236,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10268,VPC Flow Log,2024-08-31 09:01:13,IAMUser,admin,192.168.182.190,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10269,VPC Flow Log,2024-08-29 23:31:19,IAMUser,dev-user,192.168.194.13,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10270,VPC Flow Log,2024-09-08 20:36:10,IAMUser,dev-user,192.168.247.31,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10271,VPC Flow Log,2024-08-31 17:12:40,IAMUser,dev-user,192.168.49.213,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10272,VPC Flow Log,2024-09-08 17:24:12,IAMUser,admin,192.168.77.105,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10273,VPC Flow Log,2024-09-07 21:55:09,IAMUser,dev-user,192.168.33.102,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10274,VPC Flow Log,2024-09-07 00:08:23,IAMUser,test-user,192.168.123.221,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10275,VPC Flow Log,2024-09-08 20:32:11,IAMUser,admin,192.168.66.85,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10276,VPC Flow Log,2024-09-09 21:31:25,IAMUser,dev-user,192.168.77.195,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10277,VPC Flow Log,2024-08-30 04:56:00,IAMUser,dev-user,192.168.87.53,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10278,VPC Flow Log,2024-09-07 18:21:26,IAMUser,test-user,192.168.109.49,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10279,VPC Flow Log,2024-09-07 16:52:13,IAMUser,dev-user,192.168.215.229,us-east-1,OK,VPC,VPC Flow,16,0,0,0,0,
10280,VPC Flow Log,2024-09-12 02:20:28,IAMUser,admin,192.168.94.173,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10281,VPC Flow Log,2024-09-07 19:00:12,IAMUser,admin,192.168.53.100,us-east-1,OK,VPC,VPC Flow,19,1,0,0,0,
10282,VPC Flow Log,2024-09-01 00:26:04,IAMUser,dev-user,192.168.11.39,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10283,VPC Flow Log,2024-09-02 04:05:15,IAMUser,test-user,192.168.189.154,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10284,VPC Flow Log,2024-09-02 05:04:13,IAMUser,test-user,192.168.207.155,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10285,VPC Flow Log,2024-08-31 17:25:18,IAMUser,admin,192.168.48.197,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10286,VPC Flow Log,2024-09-11 18:18:57,IAMUser,admin,192.168.140.146,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10287,VPC Flow Log,2024-09-04 22:25:18,IAMUser,admin,192.168.123.41,us-east-1,OK,VPC,VPC Flow,22,1,0,0,0,
10288,VPC Flow Log,2024-09-05 10:17:48,IAMUser,admin,192.168.2.56,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10289,VPC Flow Log,2024-09-06 23:09:54,IAMUser,test-user,192.168.214.25,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10290,VPC Flow Log,2024-09-02 10:17:26,IAMUser,test-user,192.168.179.25,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10291,VPC Flow Log,2024-09-05 03:53:28,IAMUser,test-user,192.168.161.84,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10292,VPC Flow Log,2024-09-02 11:17:29,IAMUser,test-user,192.168.199.57,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10293,VPC Flow Log,2024-09-01 13:38:33,IAMUser,dev-user,192.168.127.210,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10294,VPC Flow Log,2024-09-12 01:17:25,IAMUser,test-user,192.168.12.72,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10295,VPC Flow Log,2024-08-30 22:22:23,IAMUser,dev-user,192.168.139.227,us-east-1,OK,VPC,VPC Flow,22,1,0,0,0,
10296,VPC Flow Log,2024-09-05 17:17:12,IAMUser,admin,192.168.97.254,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10297,VPC Flow Log,2024-09-05 23:35:57,IAMUser,test-user,192.168.48.149,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10298,VPC Flow Log,2024-09-11 00:44:30,IAMUser,test-user,192.168.251.136,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10299,VPC Flow Log,2024-09-03 09:07:33,IAMUser,dev-user,192.168.129.232,us-east-1,OK,VPC,VPC Flow,9,0,0,0,0,
10300,VPC Flow Log,2024-09-10 03:04:26,IAMUser,dev-user,192.168.88.176,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10301,VPC Flow Log,2024-09-05 15:45:56,IAMUser,dev-user,192.168.196.93,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10302,VPC Flow Log,2024-09-10 05:23:02,IAMUser,test-user,192.168.217.175,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10303,VPC Flow Log,2024-09-11 14:41:43,IAMUser,admin,192.168.233.114,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10304,VPC Flow Log,2024-08-30 05:37:18,IAMUser,dev-user,192.168.247.114,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10305,VPC Flow Log,2024-08-31 05:51:50,IAMUser,dev-user,192.168.45.201,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10306,VPC Flow Log,2024-09-05 04:00:42,IAMUser,admin,192.168.145.64,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10307,VPC Flow Log,2024-09-09 04:42:58,IAMUser,dev-user,192.168.207.244,us-east-1,OK,VPC,VPC Flow,4,1,0,0,0,
10308,VPC Flow Log,2024-09-10 10:45:31,IAMUser,test-user,192.168.241.67,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10309,VPC Flow Log,2024-09-10 03:25:34,IAMUser,admin,192.168.68.233,us-east-1,OK,VPC,VPC Flow,3,1,0,0,0,
10310,VPC Flow Log,2024-08-30 23:38:03,IAMUser,admin,192.168.176.181,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10311,VPC Flow Log,2024-08-31 14:33:42,IAMUser,test-user,192.168.140.149,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10312,VPC Flow Log,2024-09-01 15:11:28,IAMUser,dev-user,192.168.51.253,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10313,VPC Flow Log,2024-09-03 10:23:56,IAMUser,admin,192.168.75.31,us-east-1,OK,VPC,VPC Flow,10,0,0,0,0,
10314,VPC Flow Log,2024-09-03 23:58:33,IAMUser,admin,192.168.112.255,us-east-1,OK,VPC,VPC Flow,23,1,0,0,0,
10315,VPC Flow Log,2024-09-05 14:43:12,IAMUser,admin,192.168.133.176,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10316,VPC Flow Log,2024-09-03 05:01:28,IAMUser,admin,192.168.17.101,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10317,VPC Flow Log,2024-09-07 17:15:41,IAMUser,dev-user,192.168.246.173,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10318,VPC Flow Log,2024-09-05 02:40:30,IAMUser,dev-user,192.168.148.120,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10319,VPC Flow Log,2024-08-30 01:52:43,IAMUser,admin,192.168.61.136,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10320,VPC Flow Log,2024-09-11 18:49:23,IAMUser,admin,192.168.140.131,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10321,VPC Flow Log,2024-09-05 15:07:39,IAMUser,admin,192.168.82.25,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10322,VPC Flow Log,2024-08-31 15:00:01,IAMUser,test-user,192.168.73.237,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10323,VPC Flow Log,2024-09-02 22:12:04,IAMUser,dev-user,192.168.94.197,us-east-1,OK,VPC,VPC Flow,22,1,0,0,0,
10324,VPC Flow Log,2024-09-03 00:03:07,IAMUser,dev-user,192.168.225.65,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10325,VPC Flow Log,2024-09-11 02:46:17,IAMUser,test-user,192.168.242.116,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10326,VPC Flow Log,2024-09-02 08:57:02,IAMUser,test-user,192.168.172.164,us-east-1,OK,VPC,VPC Flow,8,1,0,0,0,
10327,VPC Flow Log,2024-09-07 05:13:58,IAMUser,dev-user,192.168.246.24,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10328,VPC Flow Log,2024-08-30 21:50:58,IAMUser,test-user,192.168.133.143,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10329,VPC Flow Log,2024-09-02 12:24:53,IAMUser,dev-user,192.168.168.1,us-east-1,OK,VPC,VPC Flow,12,0,0,0,0,
10330,VPC Flow Log,2024-09-02 05:52:19,IAMUser,test-user,192.168.55.242,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10331,VPC Flow Log,2024-09-11 01:37:53,IAMUser,dev-user,192.168.42.47,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10332,VPC Flow Log,2024-09-06 17:35:33,IAMUser,admin,192.168.191.105,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10333,VPC Flow Log,2024-09-01 11:49:23,IAMUser,admin,192.168.212.237,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10334,VPC Flow Log,2024-09-08 16:00:58,IAMUser,dev-user,192.168.224.119,us-east-1,OK,VPC,VPC Flow,16,0,0,0,0,
10335,VPC Flow Log,2024-09-11 06:12:34,IAMUser,dev-user,192.168.26.202,us-east-1,OK,VPC,VPC Flow,6,1,0,0,0,
10336,VPC Flow Log,2024-09-11 13:37:07,IAMUser,dev-user,192.168.13.220,us-east-1,OK,VPC,VPC Flow,13,0,0,0,0,
10337,VPC Flow Log,2024-09-02 21:29:11,IAMUser,admin,192.168.229.114,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10338,VPC Flow Log,2024-09-07 14:57:52,IAMUser,dev-user,192.168.51.119,us-east-1,OK,VPC,VPC Flow,14,0,0,0,0,
10339,VPC Flow Log,2024-09-09 02:28:17,IAMUser,test-user,192.168.3.42,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10340,VPC Flow Log,2024-09-11 17:43:34,IAMUser,admin,192.168.208.183,us-east-1,OK,VPC,VPC Flow,17,0,0,0,0,
10341,VPC Flow Log,2024-09-09 08:49:29,IAMUser,dev-user,192.168.183.203,us-east-1,OK,VPC,VPC Flow,8,1,0,0,0,
10342,VPC Flow Log,2024-09-02 18:00:51,IAMUser,admin,192.168.36.76,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10343,VPC Flow Log,2024-08-31 21:17:20,IAMUser,dev-user,192.168.253.133,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10344,VPC Flow Log,2024-09-02 18:56:23,IAMUser,test-user,192.168.247.189,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10345,VPC Flow Log,2024-09-06 16:19:40,IAMUser,dev-user,192.168.228.83,us-east-1,OK,VPC,VPC Flow,16,0,0,0,0,
10346,VPC Flow Log,2024-09-11 05:20:44,IAMUser,admin,192.168.156.66,us-east-1,OK,VPC,VPC Flow,5,1,0,0,0,
10347,VPC Flow Log,2024-09-09 07:52:10,IAMUser,test-user,192.168.213.43,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10348,VPC Flow Log,2024-09-08 01:51:47,IAMUser,dev-user,192.168.64.41,us-east-1,OK,VPC,VPC Flow,1,1,0,0,0,
10349,VPC Flow Log,2024-08-29 15:48:47,IAMUser,dev-user,192.168.232.61,us-east-1,OK,VPC,VPC Flow,15,0,0,0,0,
10350,VPC Flow Log,2024-09-02 11:56:52,IAMUser,dev-user,192.168.170.211,us-east-1,OK,VPC,VPC Flow,11,0,0,0,0,
10351,VPC Flow Log,2024-09-10 00:59:38,IAMUser,dev-user,192.168.60.213,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10352,VPC Flow Log,2024-08-30 16:29:40,IAMUser,dev-user,192.168.129.95,us-east-1,OK,VPC,VPC Flow,16,0,0,0,0,
10353,VPC Flow Log,2024-09-06 00:14:37,IAMUser,test-user,192.168.196.177,us-east-1,OK,VPC,VPC Flow,0,1,0,0,0,
10354,VPC Flow Log,2024-09-12 07:33:38,IAMUser,test-user,192.168.176.95,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
10355,VPC Flow Log,2024-08-31 02:56:22,IAMUser,admin,192.168.138.54,us-east-1,OK,VPC,VPC Flow,2,1,0,0,0,
10356,VPC Flow Log,2024-09-08 20:24:19,IAMUser,admin,192.168.231.90,us-east-1,OK,VPC,VPC Flow,20,1,0,0,0,
10357,VPC Flow Log,2024-09-10 06:52:39,IAMUser,test-user,192.168.46.5,us-east-1,OK,VPC,VPC Flow,6,1,0,0,0,
10358,VPC Flow Log,2024-09-08 18:32:37,IAMUser,dev-user,192.168.166.185,us-east-1,OK,VPC,VPC Flow,18,1,0,0,0,
10359,VPC Flow Log,2024-08-29 21:51:53,IAMUser,dev-user,192.168.174.234,us-east-1,OK,VPC,VPC Flow,21,1,0,0,0,
10360,VPC Flow Log,2024-08-31 07:35:25,IAMUser,dev-user,192.168.63.32,us-east-1,OK,VPC,VPC Flow,7,1,0,0,0,
